id,name,url,category,date_dynamic
300,andhrapatrikaa,https://www.andhrapatrikaa.com/,AP,no
301,andhrapragathi,https://www.andhrapragathi.com/,AP,no
302,Chaitanyavaradhi,https://www.cvdaily.in/,AP,no
303,kadilinchevaartha,https://epaper.kadilinchevaartha.com/,AP,no
304,telugudesam,https://www.telugudesam.org/e-paper/,AP,no
305,todaypallesakshi,https://www.todaypallesakshi.in/,AP,no
306,viswamvoice,https://epaper.viswamvoice.com/,AP,no
